Sample Name	Protocol REF	Comment[sequencing center]	Parameter Value[sequencing technology]	Parameter Value[library type]	Parameter Value[mean paired end distance]	Unit	Term Source REF	Term Accession Number	Parameter Value[mean read length]	Unit	Term Source REF	Term Accession Number	Comment[Mean Coverage per Sample]	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Comment[location of sequence data on GIAB ftp site]	Factor Value[ancestry]
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 92	SRX848097	NCBI Sequence Read Archive	SRX848097	http://www.ncbi.nlm.nih.gov/sra/SRX848097	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 93	SRX848098	NCBI Sequence Read Archive	SRX848098	http://www.ncbi.nlm.nih.gov/sra/SRX848098	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 94	SRX848099	NCBI Sequence Read Archive	SRX848099	http://www.ncbi.nlm.nih.gov/sra/SRX848099	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 95	SRX848100	NCBI Sequence Read Archive	SRX848100	http://www.ncbi.nlm.nih.gov/sra/SRX848100	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 96	SRX848101	NCBI Sequence Read Archive	SRX848101	http://www.ncbi.nlm.nih.gov/sra/SRX848101	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 97	SRX848102	NCBI Sequence Read Archive	SRX848102	http://www.ncbi.nlm.nih.gov/sra/SRX848102	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 98	SRX848103	NCBI Sequence Read Archive	SRX848103	http://www.ncbi.nlm.nih.gov/sra/SRX848103	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 99	SRX848104	NCBI Sequence Read Archive	SRX848104	http://www.ncbi.nlm.nih.gov/sra/SRX848104	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 100	SRX848105	NCBI Sequence Read Archive	SRX848105	http://www.ncbi.nlm.nih.gov/sra/SRX848105	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 101	SRX848106	NCBI Sequence Read Archive	SRX848106	http://www.ncbi.nlm.nih.gov/sra/SRX848106	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 102	SRX848107	NCBI Sequence Read Archive	SRX848107	http://www.ncbi.nlm.nih.gov/sra/SRX848107	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 103	SRX848108	NCBI Sequence Read Archive	SRX848108	http://www.ncbi.nlm.nih.gov/sra/SRX848108	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 104	SRX848109	NCBI Sequence Read Archive	SRX848109	http://www.ncbi.nlm.nih.gov/sra/SRX848109	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 105	SRX848110	NCBI Sequence Read Archive	SRX848110	http://www.ncbi.nlm.nih.gov/sra/SRX848110	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 106	SRX848111	NCBI Sequence Read Archive	SRX848111	http://www.ncbi.nlm.nih.gov/sra/SRX848111	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 107	SRX848112	NCBI Sequence Read Archive	SRX848112	http://www.ncbi.nlm.nih.gov/sra/SRX848112	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 108	SRX848113	NCBI Sequence Read Archive	SRX848113	http://www.ncbi.nlm.nih.gov/sra/SRX848113	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 109	SRX848114	NCBI Sequence Read Archive	SRX848114	http://www.ncbi.nlm.nih.gov/sra/SRX848114	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 110	SRX848115	NCBI Sequence Read Archive	SRX848115	http://www.ncbi.nlm.nih.gov/sra/SRX848115	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 111	SRX848116	NCBI Sequence Read Archive	SRX848116	http://www.ncbi.nlm.nih.gov/sra/SRX848116	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 112	SRX848117	NCBI Sequence Read Archive	SRX848117	http://www.ncbi.nlm.nih.gov/sra/SRX848117	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 113	SRX848118	NCBI Sequence Read Archive	SRX848118	http://www.ncbi.nlm.nih.gov/sra/SRX848118	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 114	SRX848119	NCBI Sequence Read Archive	SRX848119	http://www.ncbi.nlm.nih.gov/sra/SRX848119	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 115	SRX848120	NCBI Sequence Read Archive	SRX848120	http://www.ncbi.nlm.nih.gov/sra/SRX848120	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 116	SRX848121	NCBI Sequence Read Archive	SRX848121	http://www.ncbi.nlm.nih.gov/sra/SRX848121	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 117	SRX848122	NCBI Sequence Read Archive	SRX848122	http://www.ncbi.nlm.nih.gov/sra/SRX848122	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 118	SRX848123	NCBI Sequence Read Archive	SRX848123	http://www.ncbi.nlm.nih.gov/sra/SRX848123	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 119	SRX848124	NCBI Sequence Read Archive	SRX848124	http://www.ncbi.nlm.nih.gov/sra/SRX848124	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 120	SRX848125	NCBI Sequence Read Archive	SRX848125	http://www.ncbi.nlm.nih.gov/sra/SRX848125	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 121	SRX848126	NCBI Sequence Read Archive	SRX848126	http://www.ncbi.nlm.nih.gov/sra/SRX848126	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 122	SRX848127	NCBI Sequence Read Archive	SRX848127	http://www.ncbi.nlm.nih.gov/sra/SRX848127	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 123	SRX848128	NCBI Sequence Read Archive	SRX848128	http://www.ncbi.nlm.nih.gov/sra/SRX848128	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 124	SRX848129	NCBI Sequence Read Archive	SRX848129	http://www.ncbi.nlm.nih.gov/sra/SRX848129	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 125	SRX848130	NCBI Sequence Read Archive	SRX848130	http://www.ncbi.nlm.nih.gov/sra/SRX848130	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 126	SRX848131	NCBI Sequence Read Archive	SRX848131	http://www.ncbi.nlm.nih.gov/sra/SRX848131	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 127	SRX848132	NCBI Sequence Read Archive	SRX848132	http://www.ncbi.nlm.nih.gov/sra/SRX848132	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 128	SRX848133	NCBI Sequence Read Archive	SRX848133	http://www.ncbi.nlm.nih.gov/sra/SRX848133	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 129	SRX848134	NCBI Sequence Read Archive	SRX848134	http://www.ncbi.nlm.nih.gov/sra/SRX848134	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 130	SRX848135	NCBI Sequence Read Archive	SRX848135	http://www.ncbi.nlm.nih.gov/sra/SRX848135	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 131	SRX848136	NCBI Sequence Read Archive	SRX848136	http://www.ncbi.nlm.nih.gov/sra/SRX848136	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 132	SRX848137	NCBI Sequence Read Archive	SRX848137	http://www.ncbi.nlm.nih.gov/sra/SRX848137	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 133	SRX848138	NCBI Sequence Read Archive	SRX848138	http://www.ncbi.nlm.nih.gov/sra/SRX848138	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 134	SRX848139	NCBI Sequence Read Archive	SRX848139	http://www.ncbi.nlm.nih.gov/sra/SRX848139	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 135	SRX848140	NCBI Sequence Read Archive	SRX848140	http://www.ncbi.nlm.nih.gov/sra/SRX848140	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 136	SRX848141	NCBI Sequence Read Archive	SRX848141	http://www.ncbi.nlm.nih.gov/sra/SRX848141	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 137	SRX848142	NCBI Sequence Read Archive	SRX848142	http://www.ncbi.nlm.nih.gov/sra/SRX848142	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 138	SRX848143	NCBI Sequence Read Archive	SRX848143	http://www.ncbi.nlm.nih.gov/sra/SRX848143	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
HG003	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG003_Illumina paired end WGS_replicate 139	SRX848144	NCBI Sequence Read Archive	SRX848144	http://www.ncbi.nlm.nih.gov/sra/SRX848144	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003_HiSeq300x_fastq/	Ashkenazi Jewish
